+-------+-----+------+-----+-----+-----+--------+-----------------------------------------------------------------------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+-------------+-------------+--------------+-------------+
| COUNT | 1XX | 2XX  | 3XX | 4XX | 5XX | METHOD |                                              URI                                              |  MIN  |  MAX  |   SUM   |  AVG  |  P90  |  P95  |  P99  | STDDEV |  MIN(BODY)  |  MAX(BODY)  |  SUM(BODY)   |  AVG(BODY)  |
| 50    | 0   | 50   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGC35MDA6KE26XMBCK756/classes/01HFNDHK14951W8QDW21SFV5G3/assignments        | 0.056 | 2.092 | 20.272  | 0.405 | 0.792 | 1.156 | 2.092 | 0.381  | 0.000       | 0.000       | 0.000        | 0.000       |
| 50    | 0   | 50   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGAYG38Z947QQX3H4JWH4/classes/01HFNDGVZ7GDFFC04X6VSH9CYB/assignments        | 0.048 | 0.996 | 19.976  | 0.400 | 0.848 | 0.940 | 0.996 | 0.264  | 0.000       | 0.000       | 0.000        | 0.000       |
| 250   | 0   | 250  | 0   | 0   | 0   | GET    | /api/courses/01HFNDGAYE56GXZ4GPVRZWHSAR/classes                                               | 0.004 | 1.220 | 19.916  | 0.080 | 0.148 | 0.236 | 0.744 | 0.119  | 331.000     | 1427.000    | 218800.000   | 875.200     |
| 50    | 0   | 50   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGAYF7BRJARYC6YHMGRFH/classes/01HFNDHM8RA86FD6WS33CS8TMF/assignments        | 0.084 | 1.068 | 19.880  | 0.398 | 0.680 | 0.964 | 1.068 | 0.231  | 0.000       | 0.000       | 0.000        | 0.000       |
| 250   | 0   | 250  | 0   | 0   | 0   | GET    | /api/courses/01HFNDGAY6MRTWC84NCM5WN5H7/classes                                               | 0.004 | 0.840 | 19.804  | 0.079 | 0.176 | 0.212 | 0.584 | 0.100  | 263.000     | 1368.000    | 207700.000   | 830.800     |
| 250   | 0   | 250  | 0   | 0   | 0   | GET    | /api/courses/01HFNDGAYF7BRJARYC72GJC5QS/classes                                               | 0.004 | 0.864 | 19.688  | 0.079 | 0.176 | 0.236 | 0.600 | 0.105  | 363.000     | 1573.000    | 234750.000   | 939.000     |
| 51    | 0   | 51   | 0   | 0   | 0   | GET    | /api/announcements/01HFNDHMB8AWMFHGGAACN59JB9                                                 | 0.048 | 1.720 | 19.140  | 0.375 | 0.804 | 1.436 | 1.720 | 0.399  | 433.000     | 434.000     | 22084.000    | 433.020     |
| 50    | 0   | 50   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGC39E5B74K7EKY57MH2R/classes/01HFNDHREKARJ412ZXBQFQE4AF/assignments        | 0.060 | 1.604 | 18.964  | 0.379 | 0.720 | 1.140 | 1.604 | 0.311  | 0.000       | 0.000       | 0.000        | 0.000       |
| 49    | 0   | 49   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGC33TMXVE6BHJVV63CG5/classes/01HFNDHJXC5ACV3BKBKNW3CVZE/assignments        | 0.056 | 2.840 | 18.940  | 0.387 | 0.720 | 1.244 | 2.840 | 0.464  | 0.000       | 0.000       | 0.000        | 0.000       |
| 53    | 0   | 53   | 0   | 0   | 0   | GET    | /api/announcements/01HFNDHK1AVT4473ER4KN9YDVB                                                 | 0.028 | 2.696 | 17.972  | 0.339 | 0.484 | 1.624 | 2.696 | 0.542  | 388.000     | 389.000     | 20567.000    | 388.057     |
| 52    | 0   | 52   | 0   | 0   | 0   | GET    | /api/announcements/01HFNDHK1K34PSACS26X05J3AW                                                 | 0.028 | 1.760 | 17.544  | 0.337 | 0.880 | 1.156 | 1.760 | 0.363  | 424.000     | 425.000     | 22050.000    | 424.038     |
| 50    | 0   | 50   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGAZABQ4E1YYEEGJN4EKJ/classes/01HFNDHPF6EDV17NZJAEYAPHBX/assignments        | 0.048 | 1.240 | 17.068  | 0.341 | 0.596 | 0.908 | 1.240 | 0.267  | 0.000       | 0.000       | 0.000        | 0.000       |
| 100   | 0   | 100  | 0   | 0   | 0   | GET    | /api/courses/01HFNDGC3WR3M63T3XBW7NNM12/classes                                               | 0.004 | 1.432 | 17.012  | 0.170 | 0.440 | 0.740 | 1.384 | 0.265  | 236.000     | 595.000     | 41550.000    | 415.500     |
| 44    | 0   | 44   | 0   | 0   | 0   | GET    | /api/announcements/01HFNDHMPVWDYK0M7RQVCFPQWE                                                 | 0.032 | 3.412 | 16.872  | 0.383 | 0.672 | 1.336 | 3.412 | 0.559  | 527.000     | 527.000     | 23188.000    | 527.000     |
| 100   | 0   | 100  | 0   | 0   | 0   | GET    | /api/courses/01HFNDGB0DV8FXHD985X2TZ2CH/classes                                               | 0.008 | 1.204 | 16.628  | 0.166 | 0.372 | 0.520 | 0.864 | 0.189  | 302.000     | 508.000     | 40500.000    | 405.000     |
| 50    | 0   | 50   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGC3WR3M63T3XBW7NNM12/classes/01HFNDHJZFFMJ1BYHCSSFGWMCE/assignments        | 0.040 | 2.360 | 16.576  | 0.332 | 0.588 | 1.208 | 2.360 | 0.425  | 0.000       | 0.000       | 0.000        | 0.000       |
| 52    | 0   | 52   | 0   | 0   | 0   | GET    | /api/announcements/01HFNDHK4NQMXFZX2H9T0ENEQQ                                                 | 0.036 | 1.712 | 16.316  | 0.314 | 0.604 | 1.040 | 1.712 | 0.311  | 363.000     | 364.000     | 18878.000    | 363.038     |
| 50    | 0   | 50   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGC3DSMXY598KTSKNB7AX/classes/01HFNDHK3AH6NDWM9XAGH1E3DQ/assignments        | 0.040 | 1.104 | 16.060  | 0.321 | 0.680 | 0.952 | 1.104 | 0.265  | 0.000       | 0.000       | 0.000        | 0.000       |
| 50    | 0   | 50   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGATMAEFS5H5ZHMQXD2GA/classes/01HFNDGRVPJ4AFBQBRTR20VGZ5/assignments        | 0.044 | 0.852 | 15.976  | 0.320 | 0.692 | 0.788 | 0.852 | 0.218  | 0.000       | 0.000       | 0.000        | 0.000       |
| 39    | 0   | 39   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGC55HD5J4NYJFTFGJTVT/classes/01HFNDHMJ2F9J3CSBX1AMXG9RH/assignments        | 0.096 | 1.224 | 15.908  | 0.408 | 0.864 | 1.216 | 1.224 | 0.295  | 0.000       | 0.000       | 0.000        | 0.000       |
| 50    | 0   | 50   | 0   | 0   | 0   | GET    | /api/announcements/01HFNDHK24DF551CA6Y9FKWDSG                                                 | 0.024 | 2.132 | 15.848  | 0.317 | 0.688 | 0.896 | 2.132 | 0.358  | 339.000     | 339.000     | 16950.000    | 339.000     |
| 100   | 0   | 100  | 0   | 0   | 0   | GET    | /api/courses/01HFNDGAYF7BRJARYC6YHMGRFH/classes                                               | 0.004 | 1.968 | 15.844  | 0.158 | 0.316 | 0.548 | 1.024 | 0.247  | 218.000     | 507.000     | 36250.000    | 362.500     |
| 36    | 0   | 36   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGC3R1KA68FEDBPPHDXD1/classes/01HFNDHMS8MQSTBVH31WS0RB07/assignments        | 0.048 | 2.888 | 15.816  | 0.439 | 1.348 | 1.584 | 2.888 | 0.548  | 0.000       | 0.000       | 0.000        | 0.000       |
| 133   | 0   | 133  | 0   | 0   | 0   | GET    | /api/announcements/01HFNDGC5FMQDB0JNPAB3B9T77                                                 | 0.004 | 1.320 | 15.552  | 0.117 | 0.232 | 0.324 | 0.640 | 0.148  | 370.000     | 371.000     | 49293.000    | 370.624     |
| 250   | 0   | 250  | 0   | 0   | 0   | GET    | /api/courses/01HFNDGAY5AGPF7RMKRQJD7J8F/classes                                               | 0.004 | 0.688 | 15.540  | 0.062 | 0.120 | 0.172 | 0.352 | 0.067  | 282.000     | 1366.000    | 206800.000   | 827.200     |
| 52    | 0   | 52   | 0   | 0   | 0   | GET    | /api/announcements/01HFNDHPKX76TYJ23BP9YE6BAK                                                 | 0.024 | 1.108 | 15.300  | 0.294 | 0.512 | 0.984 | 1.108 | 0.236  | 410.000     | 411.000     | 21322.000    | 410.038     |
| 323   | 0   | 322  | 0   | 1   | 0   | GET    | /api/users/me                                                                                 | 0.012 | 0.724 | 15.040  | 0.047 | 0.100 | 0.160 | 0.480 | 0.086  | 22.000      | 63.000      | 18309.000    | 56.684      |
| 45    | 0   | 45   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGC3R1KA68FEDBRA6SWMS/classes/01HFNDHMPME0RSNNCY8QRKRYAZ/assignments        | 0.036 | 1.308 | 15.024  | 0.334 | 0.800 | 1.136 | 1.308 | 0.294  | 0.000       | 0.000       | 0.000        | 0.000       |
| 50    | 0   | 50   | 0   | 0   | 0   | GET    | /api/announcements/01HFNDHYKZ4HH01SCKQ2EAFWQ1                                                 | 0.036 | 0.964 | 14.996  | 0.300 | 0.732 | 0.852 | 0.964 | 0.255  | 408.000     | 408.000     | 20400.000    | 408.000     |
| 50    | 0   | 50   | 0   | 0   | 0   | GET    | /api/announcements/01HFNDHQ365JEC37HN094C5YSS                                                 | 0.024 | 2.216 | 14.980  | 0.300 | 0.688 | 0.896 | 2.216 | 0.360  | 405.000     | 405.000     | 20250.000    | 405.000     |
| 131   | 0   | 131  | 0   | 0   | 0   | GET    | /api/announcements/01HFNDGC59AF34T2DYJ7W7BRN9                                                 | 0.004 | 1.672 | 14.900  | 0.114 | 0.220 | 0.336 | 0.560 | 0.168  | 405.000     | 406.000     | 53136.000    | 405.618     |
| 50    | 0   | 50   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGAZABQ4E1YYEEGJN4EKJ/classes/01HFNDHEBQQQRTP8QQSD0FXX0T/assignments        | 0.028 | 1.008 | 14.892  | 0.298 | 0.680 | 0.824 | 1.008 | 0.249  | 0.000       | 0.000       | 0.000        | 0.000       |
| 50    | 0   | 50   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGAY8TP2255ZA0GJFYP18/classes/01HFNDHPK4ZHF856NAMSHBHN2M/assignments        | 0.088 | 0.728 | 14.876  | 0.298 | 0.544 | 0.588 | 0.728 | 0.161  | 0.000       | 0.000       | 0.000        | 0.000       |
| 50    | 0   | 50   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGB0DV8FXHD985X2TZ2CH/classes/01HFNDHS3VY0X4T1K0TCSXZDSZ/assignments        | 0.032 | 1.412 | 14.848  | 0.297 | 0.464 | 0.888 | 1.412 | 0.260  | 0.000       | 0.000       | 0.000        | 0.000       |
| 50    | 0   | 50   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGC35MDA6KE26XMKWZ06V/classes/01HFNDHJ0RX4553Q8CEHDHZ2TZ/assignments        | 0.056 | 2.804 | 14.568  | 0.291 | 0.404 | 0.752 | 2.804 | 0.399  | 0.000       | 0.000       | 0.000        | 0.000       |
| 100   | 0   | 100  | 0   | 0   | 0   | GET    | /api/courses/01HFNDGAYE56GXZ4GPVQ8650C6/classes                                               | 0.004 | 1.192 | 14.488  | 0.145 | 0.360 | 0.564 | 0.980 | 0.204  | 295.000     | 601.000     | 44800.000    | 448.000     |
| 100   | 0   | 100  | 0   | 0   | 0   | GET    | /api/courses/01HFNDGAY8TP2255ZA0GJFYP18/classes                                               | 0.008 | 1.276 | 14.300  | 0.143 | 0.284 | 0.596 | 0.812 | 0.197  | 325.000     | 625.000     | 47500.000    | 475.000     |
| 51    | 0   | 51   | 0   | 0   | 0   | GET    | /api/announcements/01HFNDHS4HY19WA65HF4Z5ZHEY                                                 | 0.032 | 1.492 | 14.232  | 0.279 | 0.540 | 0.976 | 1.492 | 0.287  | 326.000     | 327.000     | 16627.000    | 326.020     |
| 50    | 0   | 50   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGC3WR3M63T3XBW7NNM12/classes/01HFNDHYQD86AH4A07EMQNXF38/assignments        | 0.060 | 0.856 | 14.008  | 0.280 | 0.488 | 0.620 | 0.856 | 0.178  | 0.000       | 0.000       | 0.000        | 0.000       |
| 50    | 0   | 50   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGAYDPQQSEKCR7S27KE52/classes/01HFNDGW8J4KQREG0VJJBHGZYS/assignments        | 0.060 | 1.028 | 13.988  | 0.280 | 0.528 | 0.896 | 1.028 | 0.238  | 0.000       | 0.000       | 0.000        | 0.000       |
| 50    | 0   | 50   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGAYE56GXZ4GPVQ8650C6/classes/01HFNDHYJ6M58Y21T221BSG97X/assignments        | 0.048 | 0.888 | 13.816  | 0.276 | 0.536 | 0.632 | 0.888 | 0.175  | 0.000       | 0.000       | 0.000        | 0.000       |
| 100   | 0   | 100  | 0   | 0   | 0   | GET    | /api/courses/01HFNDGC39E5B74K7EKY57MH2R/classes                                               | 0.004 | 1.144 | 13.816  | 0.138 | 0.416 | 0.460 | 0.704 | 0.183  | 305.000     | 558.000     | 43150.000    | 431.500     |
| 277   | 0   | 272  | 0   | 5   | 0   | POST   | /api/courses                                                                                  | 0.004 | 1.084 | 13.796  | 0.050 | 0.092 | 0.168 | 0.544 | 0.100  | 20.000      | 43.000      | 9920.000     | 35.812      |
| 50    | 0   | 50   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGAYF7BRJARYC6WPWY512/classes/01HFNDHPZR4ARA8G17T5S0KKQG/assignments        | 0.020 | 1.296 | 13.736  | 0.275 | 0.452 | 0.712 | 1.296 | 0.245  | 0.000       | 0.000       | 0.000        | 0.000       |
| 128   | 0   | 128  | 0   | 0   | 0   | GET    | /api/announcements/01HFNDGC4TVF30WZ367VAED3V2                                                 | 0.008 | 0.904 | 13.732  | 0.107 | 0.256 | 0.400 | 0.752 | 0.141  | 373.000     | 374.000     | 47822.000    | 373.609     |
| 44    | 0   | 44   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGC493ED5QWGCRYQ9VYXT/classes/01HFNDHMNE7N1K8JTCEA0233NY/assignments        | 0.072 | 1.220 | 13.624  | 0.310 | 0.708 | 0.960 | 1.220 | 0.285  | 0.000       | 0.000       | 0.000        | 0.000       |
| 50    | 0   | 50   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGAYE56GXZ4GPVYD03FSF/classes/01HFNDGWSW89C1R306GPQ7EFT8/assignments        | 0.040 | 1.248 | 13.532  | 0.271 | 0.560 | 0.916 | 1.248 | 0.268  | 0.000       | 0.000       | 0.000        | 0.000       |
| 50    | 0   | 50   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGAYF7BRJARYC72GJC5QS/classes/01HFNDGWJGN4884M8KDCEWJV41/assignments        | 0.048 | 1.348 | 13.520  | 0.270 | 0.608 | 0.800 | 1.348 | 0.286  | 0.000       | 0.000       | 0.000        | 0.000       |
| 50    | 0   | 50   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGAVBTRQ18ED6E8CHK464/classes/01HFNDGC5X4AKE09KTJJ7024S9/assignments        | 0.044 | 1.240 | 13.428  | 0.269 | 0.612 | 1.020 | 1.240 | 0.288  | 0.000       | 0.000       | 0.000        | 0.000       |
| 77    | 0   | 77   | 0   | 0   | 0   | GET    | /api/courses/01HFNDGC55HD5J4NYJFTFGJTVT/classes                                               | 0.008 | 1.880 | 13.192  | 0.171 | 0.384 | 0.680 | 1.880 | 0.278  | 291.000     | 564.000     | 32781.000    | 425.727     |
| 56    | 0   | 56   | 0   | 0   | 0   | GET    | /api/announcements/01HFNDHGV9CBPSXSXEHZYGM7RZ                                                 | 0.036 | 2.196 | 13.084  | 0.234 | 0.336 | 1.144 | 2.196 | 0.362  | 409.000     | 410.000     | 22910.000    | 409.107     |
| 46    | 0   | 46   | 0   | 0   | 0   | GET    | /api/announcements/01HFNDJ135TF9WTHYDPE075C5B                                                 | 0.044 | 0.904 | 13.044  | 0.284 | 0.596 | 0.628 | 0.904 | 0.207  | 367.000     | 367.000     | 16882.000    | 367.000     |
| 52    | 0   | 52   | 0   | 0   | 0   | GET    | /api/announcements/01HFNDHPFQGQ4B5N3KH0SHFSCW                                                 | 0.024 | 1.172 | 13.020  | 0.250 | 0.496 | 0.712 | 1.172 | 0.214  | 409.000     | 410.000     | 21270.000    | 409.038     |
| 50    | 0   | 50   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGATMAEFS5H5ZHMQXD2GA/classes/01HFNDGX3EG1CY683YRX9E6TCP/assignments        | 0.056 | 0.832 | 12.628  | 0.253 | 0.420 | 0.696 | 0.832 | 0.177  | 0.000       | 0.000       | 0.000        | 0.000       |
| 50    | 0   | 50   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGAY02K8ZTFVBHSQWRHSH/classes/01HFNDGC512ACJQMJ7HMN19NNW/assignments        | 0.036 | 1.488 | 12.588  | 0.252 | 0.692 | 0.876 | 1.488 | 0.296  | 0.000       | 0.000       | 0.000        | 0.000       |
| 59    | 0   | 59   | 0   | 0   | 0   | GET    | /api/announcements/01HFNDGKCY748X3MQYD4HK5NNB                                                 | 0.028 | 1.828 | 12.572  | 0.213 | 0.576 | 0.716 | 1.828 | 0.276  | 433.000     | 434.000     | 25556.000    | 433.153     |
| 66    | 0   | 66   | 0   | 0   | 0   | GET    | /api/announcements/01HFNDGC6HGF24RQ3QCJMRHM0F                                                 | 0.020 | 1.244 | 12.568  | 0.190 | 0.448 | 1.000 | 1.244 | 0.256  | 436.000     | 437.000     | 28792.000    | 436.242     |
| 50    | 0   | 50   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGC38CZFWDQM0VRQWWY9Y/classes/01HFNDHJZDMK1DG5PEQ2CSK8PB/assignments        | 0.040 | 1.972 | 12.332  | 0.247 | 0.380 | 0.516 | 1.972 | 0.307  | 0.000       | 0.000       | 0.000        | 0.000       |
| 79    | 0   | 79   | 0   | 0   | 0   | GET    | /api/announcements/01HFNDGC784VPA8AW6FH6CQVRR                                                 | 0.004 | 1.312 | 12.304  | 0.156 | 0.292 | 0.512 | 1.312 | 0.229  | 507.000     | 508.000     | 40082.000    | 507.367     |
| 100   | 0   | 100  | 0   | 0   | 0   | GET    | /api/courses/01HFNDGAZABQ4E1YYEEGJN4EKJ/classes                                               | 0.004 | 0.928 | 12.264  | 0.123 | 0.284 | 0.448 | 0.912 | 0.166  | 280.000     | 553.000     | 41650.000    | 416.500     |
| 50    | 0   | 50   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGAY8TP2255ZA0MEPT88R/classes/01HFNDGRRSJ2TYFE4VKTJ06JPA/assignments        | 0.056 | 0.712 | 12.252  | 0.245 | 0.376 | 0.552 | 0.712 | 0.141  | 0.000       | 0.000       | 0.000        | 0.000       |
| 50    | 0   | 50   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGC360RC0SYV565H4TSKN/classes/01HFNDHGQV9Q6SMEN4PSPJY3AN/assignments        | 0.040 | 2.168 | 12.184  | 0.244 | 0.348 | 0.544 | 2.168 | 0.319  | 0.000       | 0.000       | 0.000        | 0.000       |
| 50    | 0   | 50   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGAVDJSBF4WMPNGN3HJDG/classes/01HFNDH68J6T2YY13F6GTWN4MD/assignments        | 0.028 | 1.068 | 12.076  | 0.242 | 0.684 | 0.752 | 1.068 | 0.261  | 0.000       | 0.000       | 0.000        | 0.000       |
| 61    | 0   | 61   | 0   | 0   | 0   | GET    | /api/announcements/01HFNDGRS8837P02K4MYHYZBF0                                                 | 0.012 | 0.856 | 11.860  | 0.194 | 0.388 | 0.484 | 0.856 | 0.167  | 495.000     | 496.000     | 30206.000    | 495.180     |
| 50    | 0   | 50   | 0   | 0   | 0   | GET    | /api/announcements/01HFNDHRF31AJZ5YAHFA59566F                                                 | 0.048 | 1.584 | 11.764  | 0.235 | 0.484 | 0.756 | 1.584 | 0.257  | 361.000     | 361.000     | 18050.000    | 361.000     |
| 89    | 0   | 89   | 0   | 0   | 0   | GET    | /api/courses/01HFNDGC360RC0SYV565H4TSKN/classes                                               | 0.008 | 0.828 | 11.728  | 0.132 | 0.340 | 0.456 | 0.828 | 0.150  | 281.000     | 514.000     | 34096.000    | 383.101     |
| 50    | 0   | 50   | 0   | 0   | 0   | POST   | /api/courses/01HFNDGATR0E2PGT2YFRZV3SNG/classes/01HFNDGC5TDDH2036NA019Q6YV/assignments        | 0.036 | 1.616 | 11.716  | 0.234 | 0.456 | 0.860 | 1.616 | 0.285  | 0.000       | 0.000       | 0.000        | 0.000       |
